transaction_id,customer_id,product_id,branch_id,rm_id,transaction_date,transaction_type,channel,amount_vnd
5930,112,102,7,24,2025-10-13,Phi banca,Internet Banking,1500000
3883,348,101,7,24,2025-11-19,Chi tieu the,Quay giao dich,800000
5346,351,103,5,16,2025-08-03,Rut tiet kiem,Internet Banking,199000000
4087,22,107,10,32,2025-12-09,Gui tiet kiem,Quay giao dich,350000000
5740,82,106,8,28,2025-09-07,Chi tieu the,POS,2100000
5261,179,106,3,10,2026-04-15,Rut tiet kiem,Internet Banking,295000000
2870,387,106,7,23,2025-07-04,Giai ngan vay,POS,768000000
1109,236,110,9,30,2026-05-23,Phi banca,Quay giao dich,700000
450,378,107,12,42,2025-12-18,Gui tiet kiem,ATM,427000000
3604,48,101,8,27,2026-07-20,Phi banca,Quay giao dich,2000000
5875,139,105,1,1,2025-10-10,Gui tiet kiem,Quay giao dich,242000000
1932,9,102,9,29,2026-07-22,Giai ngan vay,POS,758000000
1747,185,105,6,20,2026-07-20,Tra no vay,Internet Banking,79000000
5534,60,102,10,34,2026-04-02,Gui tiet kiem,POS,213000000
3844,371,109,8,28,2026-04-09,Chi tieu the,Internet Banking,-2600000
613,359,105,6,20,2026-01-17,Rut tiet kiem,POS,128000000
635,379,106,4,12,2025-09-07,Giai ngan vay,Internet Banking,1116000000
5102,150,105,6,21,2026-02-24,Rut tiet kiem,Internet Banking,28000000
2607,195,105,2,8,2026-02-05,Chi tieu the,Mobile Banking,300000
832,16,109,11,39,2025-07-12,Chi tieu the,POS,800000
5512,160,106,5,17,2026-03-09,Gui tiet kiem,POS,130000000
2023,99,103,9,30,2025-07-09,Phi banca,Internet Banking,900000
5858,90,106,11,36,2025-09-19,Giai ngan vay,Internet Banking,1702000000
4976,316,107,10,35,2025-08-12,Tra no vay,Mobile Banking,19000000
126,210,106,10,35,2025-08-24,Tra no vay,Mobile Banking,34000000
4809,217,109,5,16,2025-08-08,Chi tieu the,ATM,700000
3835,366,108,10,35,2025-09-13,Tra no vay,Internet Banking,36000000
5663,9,103,9,29,2025-10-27,Phi banca,POS,1600000
66,232,103,4,12,2025-09-09,Chi tieu the,ATM,3600000
1323,204,104,2,7,2025-09-16,Gui tiet kiem,POS,473000000
14,251,110,5,18,2026-02-14,Tra no vay,Mobile Banking,45000000
4000,5,104,10,32,2026-04-03,Rut tiet kiem,ATM,66000000
4960,145,110,1,3,2026-07-17,Rut tiet kiem,Mobile Banking,205000000
321,74,109,7,25,2026-02-06,Chi tieu the,Mobile Banking,4600000
5186,386,104,8,28,2026-06-14,Giai ngan vay,POS,1333000000
1308,310,102,10,32,2025-11-29,Phi banca,Quay giao dich,800000
5636,178,104,9,29,2026-05-07,Giai ngan vay,Internet Banking,920000000
1008,20,107,10,35,2026-03-11,Phi banca,Mobile Banking,1800000
3194,136,105,5,15,2026-05-13,Chi tieu the,POS,3900000
3148,20,102,10,35,2025-07-23,Giai ngan vay,Quay giao dich,1550000000
5981,80,101,7,25,2026-03-12,Gui tiet kiem,Internet Banking,32000000
1249,,109,10,35,2026-03-31,Chi tieu the,Quay giao dich,2400000
1356,233,107,3,10,2026-07-19,Rut tiet kiem,Internet Banking,241000000
5601,300,108,1,2,2026-01-24,Phi banca,Quay giao dich,1000000
4497,2,106,12,41,2025-10-09,Giai ngan vay,ATM,340000000
5270,340,102,10,34,2025-09-07,Gui tiet kiem,ATM,194000000
802,164,110,11,39,2025-07-17,Tra no vay,POS,56000000
4657,74,102,7,25,2026-01-17,Giai ngan vay,Mobile Banking,310000000
157,11,107,3,11,2025-09-01,Phi banca,Internet Banking,1800000
1450,145,106,1,3,2026-06-18,Chi tieu the,Internet Banking,800000
4122,198,106,4,14,2025-07-05,Gui tiet kiem,ATM,439000000
5521,55,110,12,42,2025-11-22,Giai ngan vay,ATM,1350000000
5203,54,110,8,28,2026-02-12,Giai ngan vay,Internet Banking,921000000
1522,4,103,6,20,2026-01-08,Chi tieu the,Quay giao dich,4900000
5127,220,102,2,7,2025-09-04,Rut tiet kiem,Quay giao dich,278000000
2765,97,107,4,14,2026-05-06,Gui tiet kiem,Mobile Banking,329000000
4325,390,110,4,14,2026-05-12,Chi tieu the,Quay giao dich,3900000
3279,45,107,7,24,2025-07-01,Chi tieu the,POS,3000000
4680,311,103,4,13,2025-11-06,Gui tiet kiem,Internet Banking,487000000
1944,50,103,4,12,2026-07-09,Rut tiet kiem,Quay giao dich,38000000
3010,169,106,11,39,2026-02-25,Chi tieu the,Mobile Banking,1000000
1133,397,107,1,5,2025-09-16,Chi tieu the,Mobile Banking,600000
2265,259,109,10,34,2026-02-08,Gui tiet kiem,Internet Banking,219000000
5154,248,102,4,12,2026-04-04,Phi banca,POS,200000
2320,26,105,2,6,2026-03-08,Phi banca,ATM,1700000
3716,223,105,7,22,2026-03-04,Rut tiet kiem,Internet Banking,212000000
5751,52,101,11,36,2026-04-12,Giai ngan vay,POS,1204000000
4399,384,101,8,26,2025-09-21,Chi tieu the,Mobile Banking,3200000
215,101,109,3,10,2026-05-12,Rut tiet kiem,POS,37000000
2077,183,103,5,18,2025-11-30,Chi tieu the,ATM,800000
5476,107,103,9,29,2025-07-31,Chi tieu the,Quay giao dich,2400000
2370,231,110,2,8,2025-10-04,Tra no vay,Internet Banking,32000000
108,,101,4,14,2026-06-08,Chi tieu the,Mobile Banking,3000000
3260,295,102,5,18,2026-02-08,Rut tiet kiem,POS,287000000
5376,48,110,8,27,2025-08-30,Gui tiet kiem,POS,384000000
1736,146,109,9,29,2026-04-12,Giai ngan vay,Mobile Banking,775000000
2790,392,107,5,16,2025-09-08,Rut tiet kiem,ATM,56000000
2338,394,104,6,19,2025-10-28,Gui tiet kiem,ATM,239000000
1461,136,105,5,15,2026-05-30,Rut tiet kiem,Quay giao dich,297000000
4710,10,103,1,3,2025-10-15,Giai ngan vay,ATM,1752000000
5211,147,109,5,18,2026-04-01,Tra no vay,Quay giao dich,25000000
2187,215,104,3,9,2026-05-21,Tra no vay,Internet Banking,80000000
2624,184,110,2,8,2026-04-29,Giai ngan vay,POS,608000000
1112,117,108,9,30,2025-09-29,Chi tieu the,Quay giao dich,4800000
3705,47,101,1,3,2026-03-15,Phi banca,ATM,300000
2484,22,108,10,32,2025-10-13,Tra no vay,Internet Banking,66000000
3375,153,108,10,33,2025-12-28,Rut tiet kiem,ATM,33000000
1408,267,102,8,26,2025-10-27,Chi tieu the,Quay giao dich,1200000
1497,74,103,7,25,2026-07-06,Giai ngan vay,Quay giao dich,825000000
592,81,106,1,1,2025-11-08,Gui tiet kiem,POS,73000000
2087,70,110,12,40,2026-05-06,Giai ngan vay,POS,1338000000
3397,383,104,6,19,2025-10-15,Phi banca,Mobile Banking,1800000
1796,,101,10,34,2025-10-03,Rut tiet kiem,Mobile Banking,2000000
3290,298,103,8,28,2026-07-16,Rut tiet kiem,ATM,176000000
4927,260,104,3,10,2025-10-01,Gui tiet kiem,Internet Banking,311000000
5307,28,107,2,6,2025-11-03,Tra no vay,Mobile Banking,25000000
2235,135,108,11,39,2026-03-30,Tra no vay,Mobile Banking,13000000
5155,388,104,3,11,2026-07-23,Tra no vay,ATM,88000000
3926,340,106,10,34,2025-08-20,Rut tiet kiem,Quay giao dich,194000000
2182,17,101,4,13,2026-02-23,Rut tiet kiem,POS,29000000
1984,5,103,10,32,2025-07-09,Giai ngan vay,Mobile Banking,270000000
649,324,101,3,9,2026-06-23,Giai ngan vay,Mobile Banking,1983000000
117,44,104,6,21,2026-02-15,Tra no vay,POS,29000000
2857,359,103,6,20,2025-12-13,Gui tiet kiem,POS,327000000
4575,180,106,11,39,2026-05-23,Phi banca,Internet Banking,800000
489,133,102,9,30,2026-02-08,Gui tiet kiem,POS,7000000
2935,259,104,10,34,2025-07-05,Giai ngan vay,Mobile Banking,450000000
18,365,105,8,26,2026-02-02,Giai ngan vay,ATM,496000000
2391,276,110,9,29,2025-12-25,Giai ngan vay,Quay giao dich,444000000
851,3,101,11,37,2025-11-10,Gui tiet kiem,Quay giao dich,29000000
2474,3,101,11,37,2025-07-27,Chi tieu the,ATM,3400000
1017,375,104,7,24,2025-11-21,Giai ngan vay,Mobile Banking,309000000
2597,38,105,8,27,2026-04-05,Gui tiet kiem,Quay giao dich,210000000
946,133,105,9,30,2025-11-10,Rut tiet kiem,ATM,90000000
4791,64,104,7,22,2026-03-02,Chi tieu the,Mobile Banking,900000
5070,107,103,9,29,2026-04-28,Gui tiet kiem,Internet Banking,119000000
4705,349,109,10,33,2025-11-09,Giai ngan vay,Mobile Banking,910000000
392,215,106,3,9,2025-07-25,Giai ngan vay,Internet Banking,1102000000
2233,223,106,7,22,2025-11-21,Tra no vay,ATM,46000000
365,63,108,11,39,2026-06-29,Phi banca,POS,2000000
4519,381,102,9,31,2026-03-06,Chi tieu the,Quay giao dich,500000
881,145,110,1,3,2025-09-02,Tra no vay,Quay giao dich,46000000
4196,116,107,1,2,2025-07-03,Rut tiet kiem,ATM,99000000
5117,273,101,11,37,2025-07-13,Rut tiet kiem,POS,10000000
41,312,104,8,28,2025-11-12,Rut tiet kiem,POS,210000000
1139,145,110,1,3,2025-12-18,Phi banca,Quay giao dich,400000
3476,287,103,12,42,2026-07-09,Chi tieu the,Quay giao dich,3400000
372,395,101,7,22,2025-09-14,Giai ngan vay,Internet Banking,1316000000
3550,225,102,3,9,2026-03-14,Phi banca,ATM,100000
5409,123,105,1,2,2025-12-11,Rut tiet kiem,Quay giao dich,271000000
2832,254,107,7,22,2025-10-13,Gui tiet kiem,Mobile Banking,156000000
1383,343,104,3,10,2026-05-10,Phi banca,Mobile Banking,1800000
831,315,110,7,22,2026-04-06,Rut tiet kiem,Quay giao dich,131000000
1369,6,106,11,39,2025-07-31,Gui tiet kiem,POS,62000000
2732,197,104,6,21,2026-06-29,Tra no vay,POS,37000000
2266,87,101,1,5,2026-04-06,Phi banca,Quay giao dich,200000
4648,15,109,3,10,2025-09-30,Phi banca,POS,500000
5477,172,104,12,40,2026-05-19,Giai ngan vay,Quay giao dich,1676000000
818,4,106,6,20,2025-10-23,Giai ngan vay,POS,679000000
5955,337,104,7,24,2026-07-22,Rut tiet kiem,POS,259000000
1320,71,109,10,33,2025-12-11,Tra no vay,Internet Banking,66000000
5597,246,102,6,21,2026-06-14,Chi tieu the,Quay giao dich,4300000
1670,121,109,11,36,2026-04-08,Rut tiet kiem,Mobile Banking,86000000
2453,243,106,11,38,2026-03-17,Tra no vay,Mobile Banking,48000000
4272,185,105,6,20,2025-12-22,Giai ngan vay,Internet Banking,1305000000
2718,335,109,9,30,2026-01-16,Gui tiet kiem,Mobile Banking,404000000
1549,125,107,1,4,2026-07-23,Giai ngan vay,Mobile Banking,932000000
4980,126,101,4,14,2026-01-02,Phi banca,Quay giao dich,500000
3698,216,108,8,27,2025-08-30,Giai ngan vay,Mobile Banking,753000000
4996,130,105,6,19,2025-09-12,Gui tiet kiem,ATM,356000000
3138,78,103,6,19,2026-05-28,Giai ngan vay,Internet Banking,195000000
4490,387,101,7,23,2026-06-17,Giai ngan vay,Internet Banking,958000000
2709,123,104,1,2,2026-04-23,Chi tieu the,POS,2600000
4737,219,107,6,19,2025-07-28,Phi banca,Mobile Banking,1100000
4472,9,110,9,29,2026-03-30,Chi tieu the,Internet Banking,4900000
5158,94,108,4,12,2025-12-22,Giai ngan vay,ATM,1163000000
4565,286,103,5,17,2025-08-28,Gui tiet kiem,Internet Banking,231000000
340,231,107,2,8,2025-10-31,Chi tieu the,Mobile Banking,4600000
3395,216,105,8,27,2026-01-21,Rut tiet kiem,ATM,201000000
4697,200,104,4,14,2026-03-09,Giai ngan vay,Internet Banking,601000000
2708,302,106,4,12,2026-02-02,Tra no vay,Internet Banking,48000000
3777,326,106,4,13,2026-05-01,Tra no vay,Internet Banking,15000000
1179,305,102,12,40,2025-07-31,Rut tiet kiem,ATM,247000000
451,181,107,11,38,2026-05-05,Phi banca,POS,200000
1679,351,104,5,16,2026-06-20,Phi banca,Internet Banking,1800000
371,156,110,7,22,2025-09-06,Rut tiet kiem,Internet Banking,134000000
544,209,104,4,14,2025-07-10,Chi tieu the,Internet Banking,3600000
4058,324,110,3,9,2026-04-09,Gui tiet kiem,Quay giao dich,402000000
3596,363,101,10,33,2026-03-30,Chi tieu the,Mobile Banking,4600000
2898,37,108,12,40,2026-06-25,Chi tieu the,POS,800000
2785,295,101,5,18,2025-11-18,Tra no vay,Mobile Banking,59000000
150,,110,9,29,2025-11-10,Chi tieu the,Mobile Banking,4000000
641,140,108,9,29,2025-08-10,Tra no vay,Internet Banking,57000000
1647,269,108,8,27,2026-04-14,Chi tieu the,Quay giao dich,100000
2378,173,104,12,40,2025-07-16,Tra no vay,POS,14000000
2980,352,102,10,35,2026-06-27,Chi tieu the,Internet Banking,2100000
3298,77,104,8,28,2025-10-10,Giai ngan vay,POS,533000000
5027,329,107,12,42,2025-07-18,Phi banca,Internet Banking,100000
5735,147,109,5,18,2026-04-26,Giai ngan vay,POS,1419000000
3782,,105,2,8,2026-03-13,Chi tieu the,ATM,4000000
2074,365,106,8,26,2025-08-21,Gui tiet kiem,ATM,262000000
5045,53,109,12,42,2025-08-08,Giai ngan vay,Internet Banking,1399000000
2497,196,106,10,35,2025-12-22,Giai ngan vay,POS,1265000000
691,95,107,10,35,2026-06-24,Tra no vay,Quay giao dich,68000000
2905,389,108,8,26,2025-07-25,Tra no vay,Mobile Banking,7000000
3319,13,108,8,28,2025-08-13,Rut tiet kiem,Mobile Banking,214000000
487,92,103,8,27,2026-01-18,Gui tiet kiem,Quay giao dich,218000000
550,259,106,10,34,2026-06-15,Phi banca,Internet Banking,1100000
1324,199,103,8,27,2025-10-12,Giai ngan vay,POS,719000000
5771,58,102,2,6,2025-09-10,Phi banca,POS,300000
729,317,103,4,13,2026-07-09,Rut tiet kiem,POS,144000000
571,52,106,11,36,2026-05-30,Tra no vay,Quay giao dich,25000000
1742,22,107,10,32,2025-09-09,Tra no vay,Internet Banking,68000000
2201,142,110,5,15,2026-01-31,Gui tiet kiem,POS,212000000
4419,365,109,8,26,2025-12-19,Rut tiet kiem,ATM,171000000
3023,24,108,11,38,2025-07-30,Rut tiet kiem,ATM,274000000
4367,223,103,7,22,2025-12-10,Tra no vay,POS,52000000
3546,174,108,10,35,2025-10-07,Gui tiet kiem,POS,59000000
4110,86,102,4,13,2026-05-20,Chi tieu the,POS,5000000
3560,183,110,5,18,2026-07-17,Tra no vay,POS,55000000
3346,146,102,9,29,2025-12-26,Tra no vay,Mobile Banking,88000000
3292,175,110,6,19,2026-05-30,Rut tiet kiem,POS,265000000
4953,310,110,10,32,2025-11-12,Gui tiet kiem,Internet Banking,23000000
4859,334,103,7,24,2025-10-23,Rut tiet kiem,Internet Banking,136000000
4135,163,101,5,16,2025-11-21,Chi tieu the,Mobile Banking,4800000
1070,177,108,5,17,2026-06-18,Rut tiet kiem,POS,269000000
281,241,104,10,32,2025-10-23,Chi tieu the,Mobile Banking,4500000
3880,184,106,2,8,2026-07-04,Rut tiet kiem,Internet Banking,164000000
1359,335,101,9,30,2025-11-07,Gui tiet kiem,POS,362000000
1661,320,102,1,4,2025-07-31,Phi banca,ATM,900000
1675,342,110,7,23,2026-02-25,Tra no vay,POS,63000000
2730,285,104,2,7,2025-10-21,Giai ngan vay,Internet Banking,1511000000
1727,12,109,8,27,2026-03-15,Giai ngan vay,POS,112000000
3712,22,103,10,32,2025-07-02,Chi tieu the,Mobile Banking,4200000
1784,118,106,5,17,2025-10-26,Gui tiet kiem,Internet Banking,23000000
3248,285,105,2,7,2026-07-09,Rut tiet kiem,Mobile Banking,16000000
4258,244,104,1,2,2025-10-27,Giai ngan vay,POS,991000000
5810,34,101,4,14,2025-08-26,Chi tieu the,Internet Banking,2800000
4051,130,105,6,19,2026-02-06,Tra no vay,ATM,13000000
927,30,104,1,5,2025-10-27,Chi tieu the,Quay giao dich,4900000
2760,332,102,7,24,2025-12-05,Tra no vay,POS,84000000
2968,267,110,8,26,2025-12-13,Chi tieu the,Mobile Banking,500000
746,263,108,12,40,2026-03-15,Giai ngan vay,POS,656000000
5914,318,106,3,11,2026-02-24,Tra no vay,POS,77000000
1164,368,107,4,13,2025-11-22,Gui tiet kiem,POS,132000000
296,70,102,12,40,2025-09-09,Tra no vay,ATM,24000000
72,17,106,4,13,2026-02-17,Chi tieu the,Quay giao dich,4800000
4904,282,108,2,7,2025-11-16,Tra no vay,POS,20000000
684,377,101,1,4,2026-01-02,Gui tiet kiem,POS,352000000
1921,63,104,11,39,2026-01-10,Giai ngan vay,POS,1111000000
5650,15,105,3,10,2026-05-10,Giai ngan vay,ATM,691000000
965,173,106,12,40,2026-04-29,Chi tieu the,POS,2300000
3185,48,109,8,27,2026-04-17,Gui tiet kiem,Quay giao dich,422000000
2236,158,104,12,41,2026-03-29,Rut tiet kiem,Quay giao dich,227000000
3770,76,103,12,42,2026-02-16,Chi tieu the,Quay giao dich,4900000
5544,165,103,7,25,2026-05-29,Giai ngan vay,ATM,1605000000
2379,287,110,12,42,2026-01-22,Chi tieu the,Mobile Banking,4200000
4655,239,101,11,38,2025-10-19,Chi tieu the,ATM,700000
5142,255,106,6,20,2026-01-13,Phi banca,Internet Banking,800000
1011,315,106,7,22,2026-03-23,Giai ngan vay,POS,481000000
5460,390,104,4,14,2026-04-16,Phi banca,Mobile Banking,900000
5367,301,107,12,40,2025-08-26,Gui tiet kiem,Quay giao dich,288000000
887,280,103,3,11,2026-01-09,Gui tiet kiem,ATM,75000000
4298,92,103,8,27,2025-07-03,Chi tieu the,Mobile Banking,4200000
1781,285,109,2,7,2026-01-11,Gui tiet kiem,Mobile Banking,464000000
4639,31,110,3,11,2025-12-03,Chi tieu the,Mobile Banking,100000
4971,112,101,7,24,2025-11-11,Tra no vay,Quay giao dich,59000000
4682,364,103,5,15,2026-04-23,Phi banca,ATM,900000
4666,348,104,7,24,2025-07-19,Gui tiet kiem,Quay giao dich,119000000
3212,101,109,3,10,2025-12-26,Tra no vay,POS,32000000
4662,310,107,10,32,2026-04-03,Giai ngan vay,Internet Banking,718000000
4059,111,102,3,9,2026-03-14,Rut tiet kiem,Internet Banking,4000000
3577,248,101,4,12,2025-09-02,Giai ngan vay,ATM,1768000000
4594,35,105,6,21,2025-09-22,Gui tiet kiem,Internet Banking,85000000
3947,23,105,5,16,2026-05-13,Rut tiet kiem,ATM,128000000
102,135,102,11,39,2026-07-08,Gui tiet kiem,Quay giao dich,439000000
3057,45,110,7,24,2025-12-17,Chi tieu the,Internet Banking,3700000
4913,291,105,10,35,2026-06-09,Phi banca,Mobile Banking,1900000
5579,25,109,2,6,2025-10-11,Tra no vay,Mobile Banking,82000000
4973,36,108,3,11,2026-05-05,Giai ngan vay,Mobile Banking,862000000
4169,224,110,3,9,2025-12-15,Rut tiet kiem,ATM,86000000
3552,367,106,11,38,,Phi banca,ATM,800000
4376,338,105,5,15,2025-11-04,Giai ngan vay,ATM,1707000000
5046,353,109,9,31,2026-03-31,Gui tiet kiem,Mobile Banking,482000000
5014,6,104,11,39,2025-10-04,Tra no vay,POS,69000000
5100,5,109,10,32,2026-03-03,Tra no vay,POS,11000000
120,268,109,5,15,2026-06-16,Rut tiet kiem,ATM,50000000
1907,142,103,5,15,2025-10-31,Phi banca,Internet Banking,400000
4779,165,101,7,25,2025-08-30,Chi tieu the,POS,2200000
5765,274,101,3,9,2025-07-27,Giai ngan vay,Internet Banking,1588000000
2329,216,107,8,27,2026-03-01,Phi banca,POS,1700000
3519,106,110,9,30,2026-06-12,Rut tiet kiem,ATM,132000000
2702,,105,10,35,2026-02-15,Tra no vay,Quay giao dich,34000000
1764,67,104,4,14,2026-01-06,Tra no vay,Internet Banking,-17000000
1493,1,102,5,17,2026-01-24,Rut tiet kiem,POS,130000000
55,207,104,7,22,2025-08-10,Tra no vay,ATM,12000000
3121,325,102,7,24,2026-03-25,Rut tiet kiem,Internet Banking,115000000
5999,140,107,9,29,2025-08-25,Gui tiet kiem,Internet Banking,444000000
1325,334,105,7,24,2026-02-17,Tra no vay,Quay giao dich,52000000
5504,315,105,7,22,2025-09-21,Phi banca,POS,500000
3581,200,102,4,14,2026-02-17,Gui tiet kiem,Mobile Banking,190000000
3845,178,108,9,29,2026-01-10,Tra no vay,POS,99000000
4581,197,101,6,21,2026-06-17,Rut tiet kiem,POS,199000000
5555,209,101,4,14,2025-12-20,Tra no vay,POS,35000000
1128,339,105,9,30,2025-11-28,Gui tiet kiem,Internet Banking,169000000
2774,266,106,3,11,2025-11-01,Gui tiet kiem,Mobile Banking,445000000
2792,217,103,5,16,2026-07-25,Giai ngan vay,ATM,405000000
2403,307,110,12,40,2025-08-17,Phi banca,POS,300000
2901,265,105,10,35,2026-04-20,Phi banca,Mobile Banking,1300000
821,27,110,11,36,2026-02-05,Phi banca,Mobile Banking,600000
4491,205,103,1,3,2026-05-09,Phi banca,Quay giao dich,800000
5545,225,105,3,9,2025-09-18,Phi banca,POS,200000
5854,290,101,10,33,2026-07-05,Tra no vay,Internet Banking,50000000
2027,377,109,1,4,2025-07-11,Rut tiet kiem,Quay giao dich,222000000
3728,236,109,9,30,2026-01-14,Phi banca,POS,300000
4650,249,106,9,30,2025-10-21,Gui tiet kiem,ATM,195000000
679,376,104,12,41,2026-06-24,Rut tiet kiem,Quay giao dich,250000000
3641,103,106,11,36,2026-03-14,Tra no vay,ATM,28000000
2796,370,110,11,37,2026-04-29,Rut tiet kiem,POS,65000000
288,307,102,12,40,2026-06-16,Tra no vay,POS,85000000
710,258,105,7,24,2025-11-19,Chi tieu the,ATM,600000
1543,28,107,2,6,2025-10-15,Tra no vay,Mobile Banking,80000000
4610,331,105,10,35,2025-08-22,Phi banca,Quay giao dich,800000
3170,16,110,11,39,2025-08-10,Rut tiet kiem,Internet Banking,81000000
1575,,109,11,38,2026-05-26,Chi tieu the,Mobile Banking,1900000
5727,31,106,3,11,2026-07-14,Chi tieu the,ATM,600000
333,158,102,12,41,2026-02-19,Rut tiet kiem,POS,33000000
5004,231,107,2,8,2025-10-04,Chi tieu the,Mobile Banking,500000
3396,6,105,11,39,2025-11-20,Phi banca,POS,1600000
2202,51,102,7,23,2025-07-23,Gui tiet kiem,Mobile Banking,87000000
2911,251,108,5,18,2025-11-13,Giai ngan vay,ATM,1451000000
2767,334,107,7,24,2025-09-10,Phi banca,Internet Banking,1600000
1558,233,109,3,10,2026-02-24,Chi tieu the,Quay giao dich,600000
3222,342,102,7,23,2025-08-26,Gui tiet kiem,Quay giao dich,423000000
5800,362,108,7,23,2025-07-15,Tra no vay,POS,53000000
5526,35,102,6,21,2025-08-30,Tra no vay,Internet Banking,31000000
1526,110,101,12,41,2025-10-09,Giai ngan vay,ATM,1002000000
2446,319,102,9,31,2025-10-12,Rut tiet kiem,POS,16000000
4397,353,103,9,31,2025-09-10,Tra no vay,Mobile Banking,23000000
3463,288,105,4,14,2025-10-05,Tra no vay,ATM,54000000
1464,255,110,6,20,2025-10-18,Phi banca,POS,1300000
1705,251,103,5,18,2026-02-02,Gui tiet kiem,POS,283000000
823,284,103,12,42,2025-12-13,Gui tiet kiem,Mobile Banking,52000000
4961,262,101,3,10,2026-03-17,Chi tieu the,Internet Banking,5000000
2892,389,104,8,26,2026-03-26,Phi banca,Internet Banking,1600000
5234,14,106,6,19,2025-12-12,Tra no vay,POS,90000000
5456,190,109,9,31,2025-10-09,Gui tiet kiem,Mobile Banking,39000000
643,305,109,12,40,2025-09-17,Phi banca,POS,1500000
265,381,101,9,31,2026-03-24,Chi tieu the,Internet Banking,200000
4097,31,110,3,11,2025-12-28,Phi banca,POS,1900000
4510,323,103,1,5,2025-07-24,Gui tiet kiem,POS,83000000
4045,353,109,9,31,2025-10-22,Phi banca,ATM,1000000
3610,149,108,1,2,2025-10-14,Giai ngan vay,Quay giao dich,497000000
4453,247,102,8,26,2026-06-20,Phi banca,Mobile Banking,-1200000
4002,214,103,1,3,2025-09-16,Gui tiet kiem,Quay giao dich,205000000
3218,356,110,10,33,2026-02-15,Gui tiet kiem,Quay giao dich,485000000
5062,358,107,6,19,2026-04-30,Giai ngan vay,POS,1868000000
5917,344,109,1,3,2026-01-20,Chi tieu the,ATM,3900000
2637,267,110,8,26,2026-04-05,Gui tiet kiem,ATM,198000000
2185,16,105,11,39,2026-03-30,Gui tiet kiem,Internet Banking,259000000
5802,293,103,1,4,2026-02-15,Chi tieu the,Internet Banking,400000
5293,14,102,6,19,2026-02-18,Gui tiet kiem,Internet Banking,175000000
2754,203,106,6,19,2025-09-25,Chi tieu the,Mobile Banking,3000000
872,52,105,11,36,2026-07-12,Tra no vay,Internet Banking,33000000
5984,109,103,2,6,2025-09-04,Giai ngan vay,Quay giao dich,1309000000
1663,207,109,7,22,2026-06-27,Phi banca,Quay giao dich,1600000
2617,69,106,8,28,2026-01-24,Gui tiet kiem,Internet Banking,137000000
2164,123,110,1,2,2025-08-26,Gui tiet kiem,POS,6000000
2417,135,106,11,39,,Tra no vay,Mobile Banking,60000000
933,249,105,9,30,2025-08-10,Rut tiet kiem,Mobile Banking,267000000
5577,208,106,7,25,2026-06-13,Rut tiet kiem,ATM,133000000
3379,15,103,3,10,2026-05-18,Phi banca,POS,600000
1091,381,110,9,31,2026-05-31,Chi tieu the,ATM,3000000
5144,41,109,1,1,2026-03-16,Giai ngan vay,POS,1170000000
1890,197,104,6,21,2026-06-24,Rut tiet kiem,ATM,293000000
3353,290,110,10,33,2026-04-22,Tra no vay,POS,48000000
5712,269,103,8,27,2026-03-12,Gui tiet kiem,ATM,14000000
1037,327,106,7,25,2026-02-21,Phi banca,Quay giao dich,700000
5566,101,110,3,10,2026-04-19,Gui tiet kiem,ATM,72000000
5816,151,103,12,42,2025-11-06,Tra no vay,Mobile Banking,23000000
2125,104,105,7,22,2025-10-15,Chi tieu the,POS,3300000
2909,155,105,6,20,2025-12-30,Tra no vay,ATM,87000000
4551,225,109,3,9,2025-10-16,Gui tiet kiem,Mobile Banking,102000000
1256,208,107,7,25,2026-01-30,Phi banca,ATM,1200000
1565,310,102,10,32,2025-09-02,Phi banca,POS,1000000
1118,169,109,11,39,2026-03-05,Giai ngan vay,POS,591000000
1839,142,101,5,15,2026-01-18,Tra no vay,Internet Banking,11000000
4195,47,110,1,3,2026-03-15,Rut tiet kiem,ATM,9000000
4885,129,110,11,36,2025-11-15,Chi tieu the,Quay giao dich,1800000
3421,104,104,7,22,2026-05-04,Tra no vay,POS,60000000
5697,365,106,8,26,2025-09-12,Chi tieu the,Mobile Banking,2100000
1466,332,104,7,24,2026-03-03,Gui tiet kiem,Quay giao dich,71000000
874,248,102,4,12,2025-11-16,Phi banca,POS,-500000
2977,246,105,6,21,2026-07-11,Chi tieu the,Internet Banking,1000000
2771,170,102,1,1,2025-11-21,Phi banca,ATM,1200000
4769,198,101,4,14,2025-09-06,Rut tiet kiem,Internet Banking,193000000
1718,255,107,6,20,2026-05-07,Tra no vay,POS,9000000
1146,400,103,11,36,2026-04-03,Gui tiet kiem,Internet Banking,172000000
841,368,106,4,13,2025-10-18,Chi tieu the,ATM,3600000
1471,181,103,11,38,2026-01-15,Chi tieu the,Mobile Banking,4000000
1330,306,105,3,10,2026-06-07,Gui tiet kiem,Mobile Banking,320000000
166,270,103,6,19,2025-07-15,Phi banca,Quay giao dich,1800000
1748,163,101,5,16,2025-10-07,Giai ngan vay,Internet Banking,902000000
319,132,103,3,9,2025-08-07,Gui tiet kiem,Internet Banking,200000000
630,129,102,11,36,2026-05-04,Phi banca,Internet Banking,500000
5444,334,109,7,24,2026-02-02,Gui tiet kiem,ATM,356000000
381,163,110,5,16,2026-05-06,Gui tiet kiem,POS,470000000
4470,243,103,11,38,2026-07-20,Gui tiet kiem,ATM,324000000
